"Components & Storage","Netgear ReadyNAS 3200 Rackmount 12 Bay (6TB: 6 x 1TB) Netgear RN12P0610 RN12P0610-100EUS, Readynas 3200, 6TB, Network Storage System  High-density, Highly Affordable Business-class Storage - Support for both database and server virtualization applications - Reliable, automatic data protection with offsite options - Cross-platform support for Windows, Macintosh and UNIX/Linux systems - High-density 2U 12-bay rack-mount with redundant power supplies for reliability and business continuity The ReadyNAS 3200 is a 2U 12-bay storage system designed for businesses needing highquality, cost-effective data storage capacity. ReadyNAS unified architecture solves numerous data management problems with a single system, making worries about unstoppable growth, cross-platform access, impossible backup and restore windows and disaster recovery obsolete. Now you can eliminate common data concerns and revolutionize your storage environment without becoming an expert. Store Centralize data from your local systems into one single storage device, reducing management headaches and instantly increasing reliability. Capacity can be added with zero downtime, and ReadyNAS supports both file sharing and server applications like Microsoft Exchange, SQL Server or VMware. Share Access data no matter where you are &#8364;&#8220; from multiple computers, on the road, or in an alternate office location. Serve files to Windows, Macintosh and Linux/UNIX users simultaneously. Safely deliver or present your work to customers and clients without email or FTP headaches! The ReadyNAS Remote feature means drag-and-drop over a secure connection between any computer and your ReadyNAS. No more firewall, VPN or awkward Web-based remote access solutions. Protect Successful businesses understand that lost information means lost revenue. Multiple layers of protection are built into every ReadyNAS, including drive fault tolerance, redundant power supply, online backups (snapshots), and secure offsite replication to another ReadyNAS system. A ReadyNAS revolutionizes backup and recovery times and can replace tape completely, making offsite replication and backup a complete, affordable and timely reality for small business users. The ReadyNAS Vault option automatically preserves multiple archive copies in a datacenter. This centralized, set-and-forget choice means no more dedicated servers, licenses or failed jobs, and captures as little or as much as you choose. Recovery can be done from any network location and is as simple as using a Web browser! "
"Components & Storage","HP 1TB 7.2k HP MDL Bulk HP 454146-B21B 1 TB 3.5"" Internal Hard Drive - Bulk - SATA - 7200 rpm  "
"Components & Storage","Netgear ReadyNAS 3200 Rackmount 12 Bay (24TB: 12 x 2TB) Netgear RN12P1220 RN12P1220 - Readynas 3200, 24TB Network Storage System  High-density, Highly Affordable Business-class Storage - Support for both database and server virtualization applications - Reliable, automatic data protection with offsite options - Cross-platform support for Windows, Macintosh and UNIX/Linux systems - High-density 2U 12-bay rack-mount with redundant power supplies for reliability and business continuity The ReadyNAS 3200 is a 2U 12-bay storage system designed for businesses needing highquality, cost-effective data storage capacity. ReadyNAS unified architecture solves numerous data management problems with a single system, making worries about unstoppable growth, cross-platform access, impossible backup and restore windows and disaster recovery obsolete. Now you can eliminate common data concerns and revolutionize your storage environment without becoming an expert. Store Centralize data from your local systems into one single storage device, reducing management headaches and instantly increasing reliability. Capacity can be added with zero downtime, and ReadyNAS supports both file sharing and server applications like Microsoft Exchange, SQL Server or VMware. Share Access data no matter where you are &#8364;&#8220; from multiple computers, on the road, or in an alternate office location. Serve files to Windows, Macintosh and Linux/UNIX users simultaneously. Safely deliver or present your work to customers and clients without email or FTP headaches! The ReadyNAS Remote feature means drag-and-drop over a secure connection between any computer and your ReadyNAS. No more firewall, VPN or awkward Web-based remote access solutions. Protect Successful businesses understand that lost information means lost revenue. Multiple layers of protection are built into every ReadyNAS, including drive fault tolerance, redundant power supply, online backups (snapshots), and secure offsite replication to another ReadyNAS system. A ReadyNAS revolutionizes backup and recovery times and can replace tape completely, making offsite replication and backup a complete, affordable and timely reality for small business users. The ReadyNAS Vault option automatically preserves multiple archive copies in a datacenter. This centralized, set-and-forget choice means no more dedicated servers, licenses or failed jobs, and captures as little or as much as you choose. Recovery can be done from any network location and is as simple as using a Web browser! "
"Components & Storage","Netgear ReadyNAS"" 4200 12-Bay 2U Rackmount High Performance Storage w/10GE Option - 12 x 1 TB Netgear RN12T1210 12TB Network Storage System with Optional 10GBE Support RN12T1210  Reliable, High-performance Network Storage for Business-critical Applications - The ideal platform for server virtualization projects - 2U, 12-bay rack-mountable unified network storage with 10 Gigabit networking for best-in-class performance - High performance and reliability with redundant power supplies, built-in replication, integrated backup, and offsite options for data protection - Cross-platform support for Windows, Macintosh and UNIX/Linux systems - Support for both database and server virtualization applications The ReadyNAS 4200 is a 2U 12-bay storage system designed for businesses needing high-quality, high-performance, and affordable data storage capacity. The 4200 is the most powerful ReadyNAS platform, with 10 Gigabit support that delivers faster data throughput for high-intensity applications. The ReadyNAS unified architecture solves numerous data management problems with a single system, making complex and fast growing storage needs manageable and affordable. Now you can upgrade and expand your data storage to match your business growth without breaking the bank. Store Centralize data from your local systems into one single storage device, reducing management overhead and instantly increasing reliability. Capacity can be added with zero downtime, and ReadyNAS supports both file sharing and server virtualization applications like Microsoft Hyper-V, VMware or Citrix XenServer. Share Serve files to Windows, Macintosh and Linux/UNIX users simultaneously. Access data no matter where you are &#8364;&#8221; from multiple computers, on the road, or in an alternate office location. Consolidate and eliminate file servers while hosting virtual machines at the same time. Elegantly manage capacity across your servers and clients simultaneously. The ReadyNAS Remote feature means drag-and-drop over a secure connection between any computer and your ReadyNAS. No more firewall, VPN or awkward Web-based remote access solutions. Protect Successful businesses understand that lost information means lost revenue. Multiple layers of protection are built into every ReadyNAS, including drive fault tolerance, redundant power supply, online backups (snapshots), and secure offsite replication to another ReadyNAS system. A ReadyNAS revolutionizes backup and recovery times and can replace tape completely, making offsite replication and backup a complete, affordable and timely reality for small business users. And support for Symantec agents makes integration with existing backup software simpler and faster. The ReadyNAS Vault option automatically preserves multiple archive copies in a datacenter. This centralized, set-and-forget choice means no more dedicated servers, licenses or failed jobs, and captures as little or as much as you choose. Recovery can be done from any network location and is as simple as using a Web browser! "
"Components & Storage","Netgear ReadyNAS"" 4200 12-bay 2U Rackmount High-Performance Storage w/10GE - 6 x 2 TB Netgear RN12G0620 Readynas 4200 12TB Network Storage System with 10GBE RN12G0620  Reliable, High-performance Network Storage for Business-critical Applications - The ideal platform for server virtualization projects - 2U, 12-bay rack-mountable unified network storage with 10 Gigabit networking for best-in-class performance - High performance and reliability with redundant power supplies, built-in replication, integrated backup, and offsite options for data protection - Cross-platform support for Windows, Macintosh and UNIX/Linux systems - Support for both database and server virtualization applications The ReadyNAS 4200 is a 2U 12-bay storage system designed for businesses needing high-quality, high-performance, and affordable data storage capacity. The 4200 is the most powerful ReadyNAS platform, with 10 Gigabit support that delivers faster data throughput for high-intensity applications. The ReadyNAS unified architecture solves numerous data management problems with a single system, making complex and fast growing storage needs manageable and affordable. Now you can upgrade and expand your data storage to match your business growth without breaking the bank. Store Centralize data from your local systems into one single storage device, reducing management overhead and instantly increasing reliability. Capacity can be added with zero downtime, and ReadyNAS supports both file sharing and server virtualization applications like Microsoft Hyper-V, VMware or Citrix XenServer. Share Serve files to Windows, Macintosh and Linux/UNIX users simultaneously. Access data no matter where you are &#8364;&#8221; from multiple computers, on the road, or in an alternate office location. Consolidate and eliminate file servers while hosting virtual machines at the same time. Elegantly manage capacity across your servers and clients simultaneously. The ReadyNAS Remote feature means drag-and-drop over a secure connection between any computer and your ReadyNAS. No more firewall, VPN or awkward Web-based remote access solutions. Protect Successful businesses understand that lost information means lost revenue. Multiple layers of protection are built into every ReadyNAS, including drive fault tolerance, redundant power supply, online backups (snapshots), and secure offsite replication to another ReadyNAS system. A ReadyNAS revolutionizes backup and recovery times and can replace tape completely, making offsite replication and backup a complete, affordable and timely reality for small business users. And support for Symantec agents makes integration with existing backup software simpler and faster. The ReadyNAS Vault option automatically preserves multiple archive copies in a datacenter. This centralized, set-and-forget choice means no more dedicated servers, licenses or failed jobs, and captures as little or as much as you choose. Recovery can be done from any network location and is as simple as using a Web browser! "
"Components & Storage","Netgear READYNAS 4200 12BAY 2U - W /10GE (SFP+)RACKMOUNT 6 X 2 TB IN Netgear ReadyNAS 4200 12TB SATA HDD, 8192MB ECC, 2x USB 2.0, 10 Gigabit Ethernet, RAID 0/1/5/6, 2U Rack  - The ideal platform for server virtualization projects - 2U, 12-bay rack-mountable unified network storage with 10 Gigabit networking for best-in-class performance - High performance and reliability with redundant power supplies, built-in replication, integrated backup, and offsite options for data protection - Cross-platform support for Windows, Macintosh and UNIX/Linux systems - Support for both database and server virtualization applications The ReadyNAS 4200 is a 2U 12-bay storage system designed for businesses needing high-quality, high-performance, and affordable data storage capacity. The 4200 is the most powerful ReadyNAS platform, with 10 Gigabit support that delivers faster data throughput for high-intensity applications. The ReadyNAS unified architecture solves numerous data management problems with a single system, making complex and fast growing storage needs manageable and affordable. Now you can upgrade and expand your data storage to match your business growth without breaking the bank. Store Centralize data from your local systems into one single storage device, reducing management overhead and instantly increasing reliability. Capacity can be added with zero downtime, and ReadyNAS supports both file sharing and server virtualization applications like Microsoft Hyper-V&#8222;, VMware or Citrix XenServer&#8222;. Share Serve files to Windows, Macintosh and Linux/UNIX users simultaneously. Access data no matter where you are &#8364;&#8221; from multiple computers, on the road, or in an alternate office location. Consolidate and eliminate file servers while hosting virtual machines at the same time. Elegantly manage capacity across your servers and clients simultaneously. The ReadyNAS Remote feature means drag-and-drop over a secure connection between any computer and your ReadyNAS. No more firewall, VPN or awkward Web-based remote access solutions. Protect Successful businesses understand that lost information means lost revenue. Multiple layers of protection are built into every ReadyNAS, including drive fault tolerance, redundant power supply, online backups (snapshots), and secure offsite replication to another ReadyNAS system. A ReadyNAS revolutionizes backup and recovery times and can replace tape completely, making offsite replication and backup a complete, affordable and timely reality for small business users. And support for Symantec agents makes integration with existing backup software simpler and faster. The ReadyNAS Vault option automatically preserves multiple archive copies in a datacenter. This centralized, set-and-forget choice means no more dedicated servers, licenses or failed jobs, and captures as little or as much as you choose. Recovery can be done from any network location and is as simple as using a Web browser! "
"Components & Storage","Hypertec DATASAFE HYPERDRIVE-BUSINESS EDIT.(256BT (CLEARANCE) Hypertec 16GB Slimline 16GB Slimline  The HyperDrive is a USB flash drive designed to take the hassle out of data access and transfer. A plug & play device that simply plugs into any USB port &#8364;&#8220; PC, laptop, projector - if it has a USB port the machine will automatically detect the HyperDrive as a removable drive. Now you can read, write, copy and move data from your hard disk to the HyperDrive or from the HyperDrive to your hard disk. All Hyperdrives also come with free sanitisation software - when you choose to delete data, this software ensures all traces of it are removed from the drive instead of leaving a restorable residue. "
"Components & Storage","Sony Optiarc 8x Slimline Black Bare Slot SATA (CLEARANCE)   "
"Components & Storage","SAMSUNG NOTEBOOK DVDRW SATA 8x OEM (CLEARANCE) Samsung SN-S083F S083F 8x DVD+/-RW Dual Layer Slimline SATA Black  - Lead Free - Buffer Protection - Drive Install Form: Horizontal / Vertical - Buffer Memory: 2M - Access Time: CD 150ms (Random), DVD 160ms (Random) - Data transfer mode: Ultra DMA Mode 2 : 33.3MB/sec, Multiword DMA mode2 : 16.6MB/sec, PIO Mode 4 : 16.7MB/sec "
"Components & Storage","Intel SSD 80GB MLC Module (CLEARANCE) Intel SSDMAEMC080G2C1 solid state drive mSATA 80GB, SATA II, MLC, Internal Solid State Drive  High-performance in a compact mSATA footprint enables dual-drive storage for traditional embedded platforms, as well as a single drive option for innovative, low-power handheld devices Great things come in small packages! Based on 34nm Intel NAND Flash Memory, the Intel Solid-State Drive 310 Series offers similar performance to a 2.5&#8364;? Intel Solid-State Drive (Intel SSD), but in an eighth of the size. Reduced boot time? You got it. Increased system benchmark performance? Yes, it&#8364;&#8482;s there. Longer battery life? The Intel SSD 310 Series has you covered. Lightweight for On-the-Go computing The mSATA Intel SSD 310 Series enables a flexible, scalable and accelerated&#8364;&#8220;storage solution in a form factor that is up to 8 times smaller than a 2.5&#8364;? hard-disk drive, and weighs 10 times less. Supporting SATA signals over a PCI Express* (PCIe) mini-connector, the Intel SSD 310 Series provides compact storage acceleration for single-drive systems like netbooks, tablets and other hand-held devices. High performance Dual-Drive option The small footprint also augments hard-disk drive performance in dual-drive systems, such as all-in-ones, notebooks and small-form-factor (SFF) desktops. The mSATA form factor connects easily to an existing mSATA port on a PC&#8364;&#8221;enabling the SSD to perform as a boot drive, quick access to frequently-used applications or storage. SSD Ruggedness With no moving parts, Intel SSD offer a revolutionary breakthrough that delivers a giant leap in storage performance. Designed to satisfy the most demanding gamers, media creators and technology enthusiasts, the Intel SSD 310 Series brings a high level of performance and reliability to a small form factor by utilizing the powerful 10-channel controller architecture of the Intel X25-M SATA Solid-State Drive series. Capacities to fit your needs Whether you chose the 40GB or 80GB capacity, the Intel SSD 310 Series provides the storage performance that fits your innovative designs. Make your system come alive with an Intel SSD 310 Series. Solid-State Computing Starts with Intel Inside. "
